"Freq., MHz","Manufacturer, ComPower",,,
26.2635361768397,12.3202399336308,,,
29.1440154477144,11.7342386564848,,,
31.91975001783,11.1717354503531,,,
34.6758449565533,10.7217909053762,,,
37.9350885471371,10.708114779389,,,
40.6397463560233,10.9802696865331,,,
43.3427415506118,11.402558065625,,,
45.3302119270576,11.5465465465465,,,
47.1077316278965,11.3855388866187,,,
49.9433203127316,11.1138398503409,,,
51.7950569868654,11.0089895511061,,,
54.3247905372104,10.9759759759759,,,
56.9013611488705,10.8904631258842,,,
60.1222606972122,10.5973381588932,,,
62.7932505665687,10.0420874438153,,,
65.2809372095969,9.29998032589824,,,
67.8995547285739,8.59826152482739,,,
70.7800339994486,7.98905227630929,,,
73.5295823943744,7.42857976767263,,,
76.4973489158817,6.96693453712891,,,
79.945195315868,6.81497758171623,,,
83.2039193394839,7.08748705508963,,,
85.9680156095151,7.5800117808757,,,
88.8484948803898,8.17761704370774,,,
91.336181523418,8.8430330978927,,,
93.5620064145484,9.53399403723377,,,
96.0496930575765,10.2590819761446,,,
98.7992414525024,10.890048697824,,,
101.810651599326,11.3600101181094,,,
104.74724410275,11.7201481024375,,,
107.702541017024,12.0301402914793,,,
110.844882039796,12.3173389372093,,,
113.987223062569,12.5726266223026,,,
117.26049496129,12.7960033467592,,,
120.758219790209,12.9692342759297,,,
124.592624014425,13.0512910318525,,,
128.215044915677,12.9768321237003,,,
131.488316814398,12.8704622549114,,,
134.106934333375,12.7534553992437,,,
137.554780733361,12.6683595042126,,,
140.697121756134,12.6045375829393,,,
143.708531902957,12.5407156616659,,,
147.034176152058,12.4641293561379,,,
150.386006576349,12.4130718191193,,,
153.266485847223,12.4130718191193,,,
155.361379862405,12.4130718191193,,,
158.59100813581,12.4875307272715,,,
161.833106016448,12.6501246695631,,,
164.866961456291,12.9108828050512,,,
167.519246914798,13.1971697090487,,,
170.549361472472,13.54446042351,,,
173.280205456548,13.8900934257305,,,
176.746756267384,14.3064554835613,,,
179.303025750195,14.6012519770619,,,
182.464071183817,14.9659486700523,,,
185.508214049628,15.3329247173739,,,
188.239577600672,15.7105377515744,,,
191.23643987239,16.058899071858,,,
194.084186424277,16.3540754577471,,,
196.86646753819,16.5614967018854,,,
199.834234059698,16.7316884919476,,,
203.282080459684,16.8167843869787,,,
206.246919664859,16.8618618618618,,,
210.066535239034,16.8618618618618,,,
214.934928419132,16.8167843869787,,,
218.862854697597,16.7529624657054,,,
222.528919224165,16.6891405444321,,,
226.51295873518,16.5979663711845,,,
230.396747166091,16.4714714714714,,,
234.050836307664,16.3381199774288,,,
237.92264935358,16.2059174262198,,,
241.513896236748,16.0828322923355,,,
244.525306383572,15.9870994104255,,,
248.191370910139,15.9232774891522,,,
250.41719580127,15.8913665285155,,,
253.807294233613,15.8708708708708,,,
257.996550024642,15.8708708708708,,,
260.953671759487,15.8708708708708,,,
264.426799527797,15.9551884497888,,,
268.136507679681,16.0934692792144,,,
271.071541482201,16.2663203159963,,,
274.01748619105,16.469752690055,,,
277.100908319646,16.7529624657054,,,
280.036669515921,17.1288026687594,,,
282.888053036585,17.5710434565726,,,
285.847090833029,18.0804584281906,,,
288.649011578334,18.5689862255736,,,
291.555677024398,19.0696982079271,,,
294.409970120083,19.5611270017317,,,
297.290449390958,20.0600983862322,,,
299.647205158037,20.3163530701327,,,