Freq(MHz),Power (1e-14W)
44.98492737736360,0.5115923968204140
47.256097560975600,0.4701235388996510
49.928062482872000,0.4572864958556790
52.6000274047684,0.48151501944094900
55.2719923266648,0.5029042802831670
58.39613592765140,0.49891554597916400
60.24852699369690,0.5431490498969080
61.88510550835840,0.5976636447140870
64.89106604549190,0.5870270488182170
67.16223622910380,0.5758611146407520
67.83022745957790,0.5423198393296670
68.41805974239510,0.5069872175088340
68.99921211290760,0.4662786685249440
70.91513241485830,0.4329600441163030
73.10128553277360,0.4129744637313250
75.66799123047410,0.4570600582454050
77.15538503699640,0.48879193767201000
77.18210468621540,0.5311851728665600
77.98369416278430,0.42447827618949200
79.69375171279800,0.3860134047090050
82.169772540422,0.39270059018239100
83.36579493403280,0.42743366868614800
84.63020690600160,0.47248844444117800
86.14346396272950,0.5099160950227940
88.35091805974240,0.5550565136424850
89.7225267196492,0.5877109246564840
90.72006029049050,0.5196071102098410
90.91600438476290,0.48284405746403700
92.3455056179775,0.4545702153155040
94.68347492463690,0.4901352138472780
96.65404905453550,0.5267271750598900
98.29062756919700,0.536697926514761
99.74536402667400,0.49325166730779700
100.58851740202800,0.4571660533782930
101.42411370487600,0.42866427985558700
102.03137845985200,0.5220757756861220
102.61030419293000,0.47291927438684600
104.33898452876300,0.4104880822805680
104.22832739563300,0.38159986517296400
106.52513764667800,0.4557124544040480
106.94779391614100,0.42127483576894400
108.26596327761000,0.3805432696375290
109.16934189406100,0.3688575407997570
110.5816662099210,0.4147431194117740
111.42142661394500,0.45880475580201900
112.87955604275100,0.5063210445705210
112.84392984379300,0.5832234617848880
112.55892025212400,0.5416515090955690
114.65641271581300,0.4611100574867960
117.03891477117000,0.42544294695454600
118.68662647300600,0.3888217723615160
120.00988529146900,0.36032204593507000
121.91525075363100,0.4387155294952110
122.39175116470300,0.399953418610524
122.40511098931200,0.48709540431199900
122.22379908389800,0.5370532639490110
122.33831186626500,0.5799724170373580
125.27747328035100,0.4343363988269360
125.17059468347500,0.3825742437690500
125.0696537864260,0.3616343323851760
127.44176486708700,0.4776339724144290
126.79158673609200,0.42766819755645500
126.61345574129900,0.4005337311766060
128.21663469443700,0.524629150976883
129.2854206631950,0.5614502589492480
130.97081392162200,0.5923797220676020
130.8885996163330,0.6227064330560290
131.91285283639400,0.5379624613938880
132.6253768155660,0.5039088283339380
133.69416278432400,0.46959631977982600
135.20191441882300,0.4446790911889710
137.19854754727300,0.5004060714205560
137.034118936695,0.5487827893154900
139.52795286379800,0.4401605221667270
138.6372978898330,0.4987403071831150
139.30528912030700,0.40324724972445000
142.37804878048800,0.44451143848798900
144.3820224719100,0.5017659145211450
144.7356648880440,0.543505971311991
145.08818462984000,0.5798765098304730
146.9537887092350,0.5026091475109860
147.05398739380700,0.5585761417152090
148.29454253611600,0.44643851999394300
150.29851622753800,0.4157024483015520
151.8100849547820,0.4745188373013350
153.98201072700900,0.5106849457578390
154.02336256508600,0.5581358736004830
154.134694436832,0.5950756448259820
156.12652283315500,0.5228957442021040
157.47465058920300,0.5748119497907970
159.3964099753360,0.6016024934388170
161.58476133670800,0.6305602164099090
161.34899972595200,0.6742747191327320
163.17484242258200,0.5873738831450560
163.71559722820300,0.5459342343243610
163.84283365305600,0.5123607536690620
164.28816114003800,0.4783458492048660
165.50538960445800,0.4254783026354620
165.91563068337500,0.3855546459545000
166.06137422457000,0.34813105538846500
168.3963072074540,0.46528415516820100
167.36092080021900,0.4232446625499450
171.67122210843600,0.4333959314066940
173.6400383666760,0.47656977840384100
173.19471087969300,0.42985353818634800
174.66429158673600,0.5208493530325250
176.2452041655250,0.5945323298826080
174.976020827624,0.5629586881018100
176.04480679638300,0.6384332220548010
176.04480679638300,0.671084078667173
179.2344649218960,0.5667642926969920
179.8790764593040,0.5204488510700970
180.40901616881300,0.6008026898554620
181.12154014798600,0.47074939437674300
181.35056571272000,0.4152323119130450
181.12154014798600,0.5629090702987620
182.70245272677400,0.3639850057670120
183.41942998081700,0.3277809443139520
185.89290607994400,0.37756377021654800
188.09091531926600,0.44726920728151300
187.2670594683480,0.3954360412373800
189.06109305876400,0.46805215827565500
192.2602939161410,0.4708514614335570
192.8018439494190,0.49128130291498800
194.9712249931490,0.44004568212112200
195.39428610578200,0.40650638433117300
197.17241514309200,0.3804349768134160
196.88613318717500,0.34774254602942100
197.87857730102200,0.4563512941246000
197.42052617155400,0.4183939829780670
199.8458481775830,0.49269290926113600
201.31396077203100,0.5135942132160520
202.51210377272300,0.45419274847806500
202.2300630309670,0.41045575086062600
204.63483146067400,0.4954147376721140
205.58029597149900,0.46736177621145900
207.26862545511500,0.512668425139307
208.41375327878500,0.5563253117489960
209.84516305837200,0.5828370901098490
211.654812028202,0.5278932179462410
212.50685119210700,0.4963715964115240
213.54138120032900,0.44975171540574600
213.7729514935600,0.4099675856430620
214.7882981638810,0.3656886102632060
215.87763770896100,0.34120892682673900
218.43362173589600,0.37752047020829800
220.7620483106920,0.43608889346688600
222.10280213757200,0.4784824907789430
223.19014341828800,0.43371653583813500
224.36920095525200,0.4982675512211550
225.583036448342,0.5479581475925360
225.9036722389700,0.5809794427096510
225.8769525897510,0.6152835378102040
227.78072759660200,0.522212494306477
228.14812277336300,0.47682088763317900
229.00908924819600,0.43418155292950200
229.72903535215100,0.41467714211569200
231.8294966657530,0.4619773503171250
233.30707043025500,0.53058630755673
234.22238969580700,0.5638115390353580
235.9858865442590,0.5911380047400440
237.1827041655250,0.542200513906576
239.2456837489720,0.5285455057444120
241.3743491367500,0.5708705703921660
242.99237233945400,0.5972254140453800
244.7143052891200,0.622857966741754
247.86128619713200,0.6297833220279440
250.7930254864350,0.6163943653646710
253.53178953137800,0.6048202937051520
253.49361860392300,0.5776846973132260
253.5560801215780,0.5465453934184810
256.5942724033980,0.6170047556123660
259.3278980542610,0.5957150672965650
259.6773088517400,0.5807067605224660
262.37356436383600,0.5862704263511860
264.1305837215680,0.6034547254734430
265.7560290490550,0.5586417594619940
267.0920115100030,0.5549189860362110
269.5338905636250,0.5827605061094930
272.62743217319800,0.5487559155737150
273.17073170731700,0.5406619575191310
275.5755001370240,0.5435609315946000
277.53494107974800,0.49659487652523900
279.0713209098380,0.46535058190090400
279.3162510276790,0.4379567007029460
281.85461770348000,0.4863200362520510
284.2593861331870,0.506999976372474
287.1368868183060,0.5134920617046640
289.5561636548290,0.5489324585087540
291.24466585757300,0.502335594700859
291.7854206631950,0.45961595038124800
292.9699917785690,0.4280672972766230
295.05115556773500,0.3908111586242990
295.0235876756840,0.3603352978948900
297.8291508436750,0.4040884923521090
296.8176212661000,0.37151163098515200
300.8422684297070,0.44559087610468500
301.6271581255140,0.4641444737826130
304.1506805517490,0.44023085000930800
304.2100575500140,0.4246997585567190